state,date,ch1,ch_type,geo,event
http://time-space-event.com/resource/State/Alabama,"""1820-05-29""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Alabama_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Alabama_2/Geometry/6,http://time-space-event.com/resource/event/state/id/7
http://time-space-event.com/resource/State/Alabama,"""1820-12-19""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Alabama_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Alabama_3/Geometry/7,http://time-space-event.com/resource/event/state/id/8
http://time-space-event.com/resource/Territory/Alabama_Territory,"""1818-02-06""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Alabama_Territory_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Alabama_Territory_2/Geometry/9,http://time-space-event.com/resource/event/state/id/10
http://time-space-event.com/resource/State/Arkansas,"""1840-05-21""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Arkansas_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Arkansas_2/Geometry/11,http://time-space-event.com/resource/event/state/id/12
http://time-space-event.com/resource/Territory/Arkansas_Territory,"""1824-05-26""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Arkansas_Territory_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Arkansas_Territory_2/Geometry/13,http://time-space-event.com/resource/event/state/id/14
http://time-space-event.com/resource/Territory/Arkansas_Territory,"""1828-05-06""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Arkansas_Territory_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Arkansas_Territory_3/Geometry/14,http://time-space-event.com/resource/event/state/id/15
http://time-space-event.com/resource/Territory/Arizona_Territory,"""1866-05-05""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Arizona_Territory_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Arizona_Territory_2/Geometry/17,http://time-space-event.com/resource/event/state/id/18
http://time-space-event.com/resource/State/California,"""1959-12-31""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_California_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/California_2/Geometry/19,http://time-space-event.com/resource/event/state/id/20
http://time-space-event.com/resource/State/Connecticut,"""1786-09-14""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Connecticut_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Connecticut_2/Geometry/23,http://time-space-event.com/resource/event/state/id/24
http://time-space-event.com/resource/State/Connecticut,"""1800-04-28""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Connecticut_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Connecticut_3/Geometry/24,http://time-space-event.com/resource/event/state/id/25
http://time-space-event.com/resource/State/Connecticut,"""1804-12-31""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Connecticut_4,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Connecticut_4/Geometry/25,http://time-space-event.com/resource/event/state/id/26
http://time-space-event.com/resource/District_of_Columbia/District_of_Columbia,"""1846-09-07""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_District_of_Columbia_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/District_of_Columbia/District_of_Columbia_2/Geometry/27,http://time-space-event.com/resource/event/state/id/28
http://time-space-event.com/resource/Territory/Dakota_Territory,"""1863-03-03""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Dakota_Territory_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Dakota_Territory_2/Geometry/30,http://time-space-event.com/resource/event/state/id/31
http://time-space-event.com/resource/Territory/Dakota_Territory,"""1864-05-26""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Dakota_Territory_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Dakota_Territory_3/Geometry/31,http://time-space-event.com/resource/event/state/id/32
http://time-space-event.com/resource/Territory/Dakota_Territory,"""1868-07-25""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Dakota_Territory_4,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Dakota_Territory_4/Geometry/32,http://time-space-event.com/resource/event/state/id/33
http://time-space-event.com/resource/Territory/Dakota_Territory,"""1871-02-09""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Dakota_Territory_5,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Dakota_Territory_5/Geometry/33,http://time-space-event.com/resource/event/state/id/34
http://time-space-event.com/resource/Territory/Dakota_Territory,"""1873-01-08""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Dakota_Territory_6,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Dakota_Territory_6/Geometry/34,http://time-space-event.com/resource/event/state/id/35
http://time-space-event.com/resource/Territory/Dakota_Territory,"""1873-02-17""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Dakota_Territory_7,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Dakota_Territory_7/Geometry/35,http://time-space-event.com/resource/event/state/id/104
http://time-space-event.com/resource/Territory/Dakota_Territory,"""1882-05-23""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Dakota_Territory_8,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Dakota_Territory_8/Geometry/36,http://time-space-event.com/resource/event/state/id/37
http://time-space-event.com/resource/State/Georgia,"""1798-04-07""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Georgia_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Georgia_2/Geometry/43,http://time-space-event.com/resource/event/state/id/43
http://time-space-event.com/resource/State/Georgia,"""1802-04-24""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Georgia_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Georgia_3/Geometry/44,http://time-space-event.com/resource/event/state/id/44
http://time-space-event.com/resource/Territory/Idaho_Territory,"""1864-05-26""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Idaho_Territory_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Idaho_Territory_2/Geometry/53,http://time-space-event.com/resource/event/state/id/53
http://time-space-event.com/resource/Territory/Idaho_Territory,"""1868-07-25""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Idaho_Territory_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Idaho_Territory_3/Geometry/54,http://time-space-event.com/resource/event/state/id/54
http://time-space-event.com/resource/Territory/Illinois_Territory,"""1816-12-11""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Illinois_Territory_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Illinois_Territory_2/Geometry/57,http://time-space-event.com/resource/event/state/id/57
http://time-space-event.com/resource/Territory/Indiana_Territory,"""1803-03-01""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Indiana_Territory_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Indiana_Territory_2/Geometry/60,http://time-space-event.com/resource/event/state/id/60
http://time-space-event.com/resource/Territory/Indiana_Territory,"""1805-06-30""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Indiana_Territory_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Indiana_Territory_3/Geometry/61,http://time-space-event.com/resource/event/state/id/61
http://time-space-event.com/resource/Territory/Indiana_Territory,"""1809-03-01""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Indiana_Territory_4,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Indiana_Territory_4/Geometry/62,http://time-space-event.com/resource/event/state/id/62
http://time-space-event.com/resource/Unorganized_Territory/Indian_Territory,"""1828-05-06""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Indian_Territory_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Unorganized_Territory/Indian_Territory_2/Geometry/64,http://time-space-event.com/resource/event/state/id/15
http://time-space-event.com/resource/Unorganized_Territory/Indian_Territory,"""1890-05-02""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Indian_Territory_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Unorganized_Territory/Indian_Territory_3/Geometry/65,http://time-space-event.com/resource/event/state/id/64
http://time-space-event.com/resource/Unorganized_Territory/Indian_Territory,"""1893-08-19""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Indian_Territory_4,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Unorganized_Territory/Indian_Territory_4/Geometry/66,http://time-space-event.com/resource/event/state/id/65
http://time-space-event.com/resource/State/Kansas,"""1950-08-03""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Kansas_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Kansas_2/Geometry/68,http://time-space-event.com/resource/event/state/id/67
http://time-space-event.com/resource/State/Kentucky,"""1859-11-30""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Kentucky_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Kentucky_2/Geometry/71,http://time-space-event.com/resource/event/state/id/70
http://time-space-event.com/resource/State/Massachusetts,"""1804-12-31""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Massachusetts_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Massachusetts_2/Geometry/77,http://time-space-event.com/resource/event/state/id/26
http://time-space-event.com/resource/State/Massachusetts,"""1820-03-15""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Massachusetts_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Massachusetts_3/Geometry/78,http://time-space-event.com/resource/event/state/id/75
http://time-space-event.com/resource/State/Massachusetts,"""1855-01-11""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Massachusetts_4,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Massachusetts_4/Geometry/79,http://time-space-event.com/resource/event/state/id/76
http://time-space-event.com/resource/State/Massachusetts,"""1862-03-01""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Massachusetts_5,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Massachusetts_5/Geometry/80,http://time-space-event.com/resource/event/state/id/77
http://time-space-event.com/resource/State/Maryland,"""1791-03-30""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Maryland_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Maryland_2/Geometry/82,http://time-space-event.com/resource/event/state/id/27
http://time-space-event.com/resource/State/Michigan,"""1909-01-01""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Michigan_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Michigan_2/Geometry/85,http://time-space-event.com/resource/event/state/id/79
http://time-space-event.com/resource/State/Michigan,"""1923-10-08""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Michigan_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Michigan_3/Geometry/86,http://time-space-event.com/resource/event/state/id/80
http://time-space-event.com/resource/State/Michigan,"""1926-03-01""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Michigan_4,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Michigan_4/Geometry/87,http://time-space-event.com/resource/event/state/id/81
http://time-space-event.com/resource/Territory/Michigan_Territory,"""1816-12-11""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Michigan_Territory_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Michigan_Territory_2/Geometry/89,http://time-space-event.com/resource/event/state/id/83
http://time-space-event.com/resource/Territory/Michigan_Territory,"""1818-12-03""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Michigan_Territory_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Michigan_Territory_3/Geometry/90,http://time-space-event.com/resource/event/state/id/84
http://time-space-event.com/resource/Territory/Michigan_Territory,"""1834-06-28""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Michigan_Territory_4,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Michigan_Territory_4/Geometry/91,http://time-space-event.com/resource/event/state/id/85
http://time-space-event.com/resource/Territory/Michigan_Territory,"""1836-07-03""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Michigan_Territory_5,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/Territory/Michigan_Territory_5/Geometry/92,http://time-space-event.com/resource/event/state/id/86
http://time-space-event.com/resource/State/Missouri,"""1837-03-28""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Missouri_2,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Missouri_2/Geometry/96,http://time-space-event.com/resource/event/state/id/90
http://time-space-event.com/resource/State/Missouri,"""1838-12-15""^^http://www.w3.org/2001/XMLSchema#date",http://time-space-event.com/resource/change_Missouri_3,http://purl.org/net/tsnchange#Change,http://time-space-event.com/resource/State/Missouri_3/Geometry/97,http://time-space-event.com/resource/event/state/id/91
